Date,Open,High,Low,Close,Adj Close,Volume
2015-01-02,4406.0,4423.0,4318.0,4413.0,4294.33252,499485
2015-01-05,4428.0,4572.0,4424.0,4536.0,4414.024902,1018530
2015-01-06,4560.0,4800.0,4560.0,4757.0,4629.082031,969444
2015-01-07,4772.0,4846.0,4725.0,4804.0,4674.817871,847944
2015-01-08,4775.0,4928.0,4766.0,4888.0,4756.55957,759400
2015-01-09,4804.0,4936.0,4767.0,4931.0,4798.403809,706452
2015-01-12,4931.0,5025.0,4921.0,5020.0,4885.010254,465372
2015-01-13,5090.0,5135.620117,4960.560059,5025.0,4889.875488000001,654284
2015-01-14,4921.0,4998.0,4814.0,4950.0,4816.892578,680815
2015-01-15,4945.0,5275.0,4903.0,5265.0,5123.421875,856350
2015-01-16,5205.0,5405.0,5125.0,5390.0,5245.061035,762469
2015-01-19,5370.0,5445.0,5316.25,5425.0,5279.119140999999,384186
2015-01-20,5440.0,5565.0,5396.25,5560.0,5410.489258,570999
2015-01-21,5540.0,5610.0,5455.0,5525.0,5376.430664,597482
2015-01-22,5530.0,5589.379883,5430.0,5555.0,5405.623535,768917
2015-01-23,5500.0,5500.0,5375.0,5420.0,5274.253906,640007
2015-01-26,5395.0,5470.0,5290.0,5450.0,5303.447754,618382
2015-01-27,5470.0,5616.620117,5465.0,5595.0,5444.54834,503144
2015-01-28,5550.0,5640.0,5545.0,5585.0,5434.816895,683471
2015-01-29,5525.0,5530.0,5355.0,5420.0,5274.253906,550471
2015-01-30,5520.0,5715.0,5505.0,5685.0,5532.128418,670130
2015-02-02,5610.0,5669.379883,5560.0,5595.0,5444.54834,546782
2015-02-03,5660.0,5752.100098,5505.0,5535.0,5386.161621,749377
2015-02-04,5540.0,5615.0,5480.0,5525.0,5376.430664,653956
2015-02-05,5510.0,5565.0,5465.0,5550.0,5400.757813,510494
2015-02-06,5585.0,5600.0,5290.0,5310.0,5167.211914,857378
2015-02-09,5295.0,5430.0,5265.0,5415.0,5269.388184,497982
2015-02-10,5380.0,5380.0,5185.0,5225.0,5084.49707,551846
2015-02-11,5220.0,5240.0,5097.100098,5135.0,4996.91748,352886
2015-02-12,5145.0,5191.120117,5050.0,5085.0,4948.261719,597554
2015-02-13,5135.0,5160.0,5085.0,5105.0,4967.724609000001,548904
2015-02-16,5105.0,5120.0,5050.620117,5090.0,4953.12793,230085
2015-02-17,5090.0,5110.0,4995.0,5005.0,4870.413574,436601
2015-02-18,5015.0,5040.0,4918.0,4991.0,4856.790039,498951
2015-02-19,5055.0,5164.290039,5010.0,5025.0,4889.875488000001,517920
2015-02-20,5000.0,5075.0,4939.0,5015.0,4880.144531,415745
2015-02-23,5020.0,5025.0,4868.439941,4921.0,4788.671875,574646
2015-02-24,4927.0,5390.0,4883.0,4977.0,4843.166504,399075
2015-02-25,5000.0,5045.0,4955.0,5045.0,4909.337890999999,291748
2015-02-26,5075.0,5211.560059,5055.0,5170.0,5030.976563,608907
2015-02-27,5145.0,5200.0,5075.0,5180.0,5040.70752,524594
2015-03-02,5150.0,5221.259765999999,5080.0,5100.0,4962.858886999999,325441
2015-03-03,5080.0,5090.0,4989.0,4997.0,4862.628418,302053
2015-03-04,4972.0,4985.0,4780.0,4786.0,4657.302734000001,1039911
2015-03-05,4815.0,4901.0,4722.0,4836.0,4705.958008,765231
2015-03-06,4811.0,4816.0,4581.0,4581.0,4457.814941,1224208
2015-03-09,4595.0,4659.0,4537.0,4562.0,4439.326172,639463
2015-03-10,4523.0,4558.0,4453.0,4460.0,4340.068848,893705
2015-03-11,4460.0,4545.0,4432.0,4545.0,4422.782715,728363
2015-03-12,4605.0,4677.430176,4465.0,4595.0,4510.786133,1088738
2015-03-13,4616.0,4648.0,4540.0,4569.0,4485.262695,494711
2015-03-16,4650.0,4663.0,4593.0,4628.0,4543.181152,456540
2015-03-17,4616.0,4717.0,4613.0,4672.0,4586.374511999999,649825
2015-03-18,4672.0,4710.0,4609.0,4675.0,4589.319336,584411
2015-03-19,4730.0,4839.0,4721.0,4826.0,4737.552246,706952
2015-03-20,4799.0,4930.0,4777.620117,4875.0,4785.654297,1123310
2015-03-23,4861.0,4942.0,4808.0,4935.0,4844.554688,550452
2015-03-24,4910.0,4975.0,4862.0,4868.0,4778.782715,532248
2015-03-25,4871.0,4939.0,4861.0,4882.0,4792.525879,320287
2015-03-26,4906.0,5015.0,4866.0,4902.0,4812.15918,748762
2015-03-27,4820.0,4820.0,4698.0,4756.0,4668.834961,653173
2015-03-30,4803.0,4860.0,4723.0,4814.0,4725.771973,572914
2015-03-31,4793.0,4818.0,4685.0,4693.0,4606.989746,713437
2015-04-01,4689.0,4838.0,4637.0,4801.0,4713.010254,648378
2015-04-02,4809.0,4889.0,4758.0,4790.0,4702.211914,652852
2015-04-07,4790.0,4890.0,4761.0,4826.0,4737.552246,528283
2015-04-08,4800.0,4852.0,4687.0,4691.0,4605.026367,704864
2015-04-09,4698.0,4768.0,4668.0,4746.0,4659.018066,458191
2015-04-10,4743.0,4887.0,4719.0,4880.0,4790.562988000001,522848
2015-04-13,4855.0,4939.0,4811.0,4865.0,4775.837402,373517
2015-04-14,4840.0,4946.0,4823.0,4938.0,4847.5,519702
2015-04-15,4916.0,5005.0,4913.0,4985.0,4893.638184,451072
2015-04-16,5030.0,5145.0,5025.0,5080.0,4986.896973,546668
2015-04-17,5050.0,5105.0,5015.0,5045.0,4952.538574,312045
2015-04-20,5025.0,5095.0,4997.0,5025.0,4932.905272999999,318692
2015-04-21,5060.0,5075.0,5005.0,5050.0,4957.447265999999,318917
2015-04-22,5060.0,5120.0,4954.0,4989.0,4897.564941,565622
2015-04-23,4951.0,5045.0,4909.0,5035.0,4942.722168,466076
2015-04-24,5040.0,5085.0,4949.0,4950.0,4859.279785,537316
2015-04-27,4970.0,5010.0,4889.0,4985.0,4893.638184,518086
2015-04-28,4905.0,5070.0,4886.0,5035.0,4942.722168,579365
2015-04-29,5040.0,5110.0,4999.0,5095.0,5001.622559,521861
2015-04-30,5070.0,5125.0,4922.0,4964.0,4873.023438,640684
2015-05-01,4943.0,5010.0,4922.0,5000.0,4908.363281,368222
2015-05-05,5000.0,5145.0,4982.0,4991.0,4899.52832,555227
2015-05-06,4959.0,5005.0,4862.629883,4914.0,4823.939453,568482
2015-05-07,4820.0,4964.0,4766.0,4775.0,4687.487305,795668
2015-05-08,4828.0,4870.0,4736.0,4764.0,4676.688477000001,501254
2015-05-11,4740.0,4813.0,4682.0,4701.0,4614.843261999999,350579
2015-05-12,4690.0,4778.439941,4662.0,4741.0,4654.110352000001,656214
2015-05-13,4748.0,4895.0,4739.0,4881.0,4791.544434,546444
2015-05-14,4862.0,4939.0,4832.0,4889.0,4799.397461,346677
2015-05-15,4879.0,4911.0,4822.0,4868.0,4778.782715,424695
2015-05-18,4859.0,4968.0,4859.0,4908.0,4818.049316,460063
2015-05-19,4928.0,4928.0,4776.0,4802.0,4713.992188,451277
2015-05-20,4775.0,4811.0,4755.0,4799.0,4711.047363000001,327160
2015-05-21,4783.0,4825.0,4701.0,4713.0,4626.623535,396784
2015-05-22,4725.0,4811.0,4720.0,4779.0,4691.413574,299762
2015-05-26,4779.0,4779.0,4604.0,4611.0,4526.492676,495029
2015-05-27,4616.0,4691.0,4575.0,4667.0,4581.466309,361535
2015-05-28,4643.0,4693.0,4629.0,4682.0,4596.191406,326127
2015-05-29,4699.0,4794.0,4692.0,4735.0,4648.220215,670338
