Date,Open,High,Low,Close,Adj Close,Volume
2017-01-03,357.290009,360.480011,355.179993,358.72000099999997,350.03112799999997,411500
2017-01-04,358.52999900000003,367.299988,357.100006,365.910004,357.04699700000003,644300
2017-01-05,366.209991,370.0,363.179993,369.75,360.793945,492900
2017-01-06,369.940002,373.089996,367.890015,370.48999,361.516022,458400
2017-01-09,370.48999,375.149994,368.170013,373.190002,364.150635,567200
2017-01-10,373.51001,373.51001,368.01001,370.02999900000003,361.0672,450000
2017-01-11,369.179993,374.799988,368.690002,371.579987,362.57962000000003,547300
2017-01-12,371.420013,374.75,368.799988,374.149994,365.087372,453400
2017-01-13,373.640015,377.200012,372.200012,374.950012,365.86801099999997,260000
2017-01-17,374.769989,378.910004,373.299988,376.130005,367.01944,362100
2017-01-18,377.119995,378.899994,375.049988,376.730011,367.604889,353100
2017-01-19,376.730011,381.959991,375.329987,381.149994,371.917816,628200
2017-01-20,381.98999,383.459991,380.559998,383.269989,373.98645,397500
2017-01-23,382.640015,387.399994,381.410004,385.350006,376.016083,533200
2017-01-24,386.5,389.97000099999997,384.059998,389.660004,380.221741,401700
2017-01-25,389.309998,390.519989,383.140015,384.429993,375.118408,597400
2017-01-26,383.290009,387.329987,382.549988,384.209991,374.903656,507500
2017-01-27,385.26001,385.519989,382.0,382.959991,373.68396,353000
2017-01-30,381.890015,386.440002,380.880005,386.369995,377.011383,313000
2017-01-31,386.450012,387.920013,383.709991,384.980011,375.65506,333600
2017-02-01,385.0,386.799988,380.880005,381.299988,372.06417799999997,471800
2017-02-02,381.920013,385.369995,380.320007,383.079987,373.801086,339000
2017-02-03,385.390015,386.399994,384.089996,384.820007,375.49893199999997,286200
2017-02-06,385.26001,385.700012,381.26001,381.670013,372.42520099999996,380500
2017-02-07,381.869995,383.549988,380.320007,380.640015,371.42019700000003,383500
2017-02-08,381.630005,384.420013,380.410004,383.97000099999997,374.669525,466600
2017-02-09,384.429993,387.130005,382.519989,385.799988,376.45517,471100
2017-02-10,386.850006,387.480011,384.339996,386.450012,377.089447,334100
2017-02-13,388.299988,388.299988,384.809998,386.690002,377.323669,339200
2017-02-14,386.899994,386.899994,380.140015,382.640015,373.371735,329100
2017-02-15,379.790009,383.609985,378.75,380.76001,371.537262,457200
2017-02-16,375.0,384.109985,369.660004,373.179993,364.1409,1233800
2017-02-17,373.850006,378.609985,371.600006,374.27999900000003,365.21423300000004,606200
2017-02-21,373.040009,377.0,368.600006,371.339996,362.345459,695800
2017-02-22,371.170013,373.77999900000003,369.790009,373.320007,364.277496,509400
2017-02-23,373.329987,375.0,368.570007,370.850006,363.816376,569800
2017-02-24,371.190002,379.799988,369.98999,379.640015,372.439697,593700
2017-02-27,379.869995,381.26001,376.839996,377.23999,370.085205,356600
2017-02-28,377.059998,380.48999,375.589996,376.070007,368.937408,433800
2017-03-01,375.980011,381.200012,373.440002,377.98999,370.820953,490100
2017-03-02,378.0,378.22000099999997,372.609985,372.730011,365.660736,602700
2017-03-03,371.179993,375.809998,370.880005,375.690002,368.564636,331500
