Date,Open,High,Low,Close,Adj Close,Volume
2017-01-03,103.870003,103.900002,102.589996,103.33000200000001,102.51308399999999,1381100
2017-01-04,103.879997,105.349998,103.379997,104.279999,103.455551,1502800
2017-01-05,104.58000200000001,105.279999,104.110001,104.949997,104.120262,1453900
2017-01-06,105.139999,105.309998,103.620003,104.959999,104.13018000000001,1821000
2017-01-09,104.769997,107.199997,104.769997,107.0,106.154053,1128100
2017-01-10,110.510002,115.940002,110.5,113.66999799999999,112.77132399999999,3973400
2017-01-11,113.989998,116.160004,113.41999799999999,114.75,113.842773,2485000
2017-01-12,113.709999,114.900002,111.980003,114.43,113.52530700000001,1546700
2017-01-13,114.620003,115.410004,114.089996,115.199997,114.28922299999999,1034300
2017-01-17,114.209999,115.75,114.050003,115.449997,114.537254,1241400
2017-01-18,115.660004,116.0,114.730003,115.470001,114.55709099999999,902200
2017-01-19,115.110001,115.379997,113.91999799999999,114.58000200000001,113.67411799999999,934600
2017-01-20,114.800003,115.339996,113.190002,113.650002,112.751488,1401800
2017-01-23,113.379997,114.470001,113.379997,114.160004,113.257446,1369700
2017-01-24,113.93,115.339996,113.5,114.559998,113.65428899999999,1336300
2017-01-25,114.559998,116.190002,114.389999,115.940002,115.023376,1484600
2017-01-26,115.910004,116.260002,114.93,115.349998,114.438042,1147600
2017-01-27,115.83000200000001,117.800003,115.519997,116.959999,116.035316,1213200
2017-01-30,116.839996,116.839996,114.949997,115.389999,114.47773000000001,2850600
2017-01-31,115.860001,120.410004,115.860001,118.33000200000001,117.394478,2963000
2017-02-01,118.809998,119.25,117.349998,118.510002,117.573067,1461400
2017-02-02,117.75,118.32,117.050003,117.620003,116.69009399999999,1685500
2017-02-03,118.199997,118.959999,117.629997,118.139999,117.205978,1019000
2017-02-06,117.779999,118.279999,116.730003,117.239998,116.31309499999999,1075200
2017-02-07,117.83000200000001,118.379997,117.110001,118.110001,117.176216,800100
2017-02-08,117.870003,118.220001,116.849998,117.150002,116.223808,1011000
2017-02-09,117.150002,118.099998,117.110001,117.599998,116.67025,1002000
2017-02-10,117.540001,117.809998,116.870003,117.33000200000001,116.402397,780500
2017-02-13,117.43,118.120003,117.239998,117.75,116.819069,659900
2017-02-14,117.379997,117.75,116.68,117.18,116.253578,1129700
2017-02-15,116.760002,117.75,116.709999,117.309998,116.382545,1160200
2017-02-16,117.57,118.0,115.870003,116.32,115.400375,1490200
2017-02-17,116.209999,116.870003,115.33000200000001,116.870003,115.946022,1220700
2017-02-21,116.940002,117.550003,116.540001,117.16999799999999,116.243645,1495800
2017-02-22,116.870003,117.25,116.360001,116.900002,115.975792,1327900
2017-02-23,117.029999,117.389999,115.489998,116.379997,115.459892,1463700
2017-02-24,115.910004,117.07,115.639999,116.91999799999999,115.995621,990300
2017-02-27,117.099998,117.300003,116.33000200000001,116.959999,116.035316,1577900
2017-02-28,116.970001,117.480003,116.629997,117.08000200000001,116.154366,1244200
2017-03-01,117.559998,119.449997,117.349998,118.889999,117.95005800000001,1101300
2017-03-02,118.5,118.599998,117.519997,118.019997,117.086937,772200
2017-03-03,117.93,118.379997,117.300003,118.279999,117.344872,708100
2017-03-06,117.489998,117.760002,116.93,117.220001,116.293251,851200
2017-03-07,116.83000200000001,117.33000200000001,116.209999,117.07,116.14443999999999,887600
2017-03-08,117.08000200000001,117.889999,116.639999,117.599998,116.67025,904800
2017-03-09,117.839996,119.449997,116.959999,119.18,118.237755,1116500
2017-03-10,119.25,120.400002,119.25,120.08000200000001,119.130646,1544400
2017-03-13,120.25,120.639999,119.209999,119.790001,118.84293400000001,1630800
2017-03-14,119.199997,119.709999,118.470001,118.68,117.74171399999999,961600
2017-03-15,119.099998,120.16999799999999,118.57,119.650002,118.70404099999999,1016300
2017-03-16,120.199997,120.199997,118.849998,119.410004,118.465942,1081100
2017-03-17,119.349998,122.089996,118.839996,121.66999799999999,120.708076,2289900
2017-03-20,121.599998,122.269997,121.099998,121.650002,120.68823200000001,1343000
2017-03-21,122.0,123.150002,120.599998,120.980003,120.023537,1339100
2017-03-22,120.959999,122.400002,120.599998,121.379997,120.42036399999999,1005800
2017-03-23,121.239998,121.720001,120.110001,120.400002,119.44811999999999,999500
2017-03-24,120.400002,121.110001,120.309998,120.660004,119.70606200000002,716500
2017-03-27,120.660004,120.660004,118.82,120.290001,119.338982,1450100
2017-03-28,120.889999,121.459999,119.940002,121.190002,120.231873,888900
2017-03-29,120.839996,121.769997,120.739998,121.370003,120.649376,507400
2017-03-30,120.970001,121.910004,120.900002,121.360001,120.639435,526400
